id,uploader,modifier,regulator_id,regulator_locus_tag,regulator_symbol,source_name,assay,strain_verified,preferred_replicate,qc_notes,upload_date,modified_date,batch,strain,replicate,control,mechanism,restriction,time,file,notes,regulator,source
2223,chasem,chasem,2179,YFR034C,PHO4,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:32:20.218225-05:00,undefined,SMY2099,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2223.csv.gz,strain_id:SMY2099 ; date:20160209,80,7
2215,chasem,chasem,2089,YFL031W,HAC1,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:32:13.699911-05:00,undefined,SMY143,1,undefined,gev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2215.csv.gz,strain_id:SMY143 ; date:20150101,78,7
2208,chasem,chasem,2066,YFL052W,ZNF1,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:32:08.221744-05:00,undefined,SMY2245,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2208.csv.gz,strain_id:SMY2245 ; date:20161117,76,7
2200,chasem,chasem,2041,YER184C,TOG1,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:32:01.800942-05:00,undefined,SMY2230,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2200.csv.gz,strain_id:SMY2230 ; date:20161006,75,7
2192,chasem,chasem,2032,YER177W,BMH1,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:31:55.779349-05:00,undefined,SMY2181,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2192.csv.gz,strain_id:SMY2181 ; date:20160628,612,7
2184,chasem,chasem,2028,YER174C,GRX4,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:31:48.792632-05:00,undefined,SMY2152,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2184.csv.gz,strain_id:SMY2152 ; date:20161103,610,7
2176,chasem,chasem,2022,YER169W,RPH1,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:31:42.237698-05:00,undefined,SMY2108,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2176.csv.gz,strain_id:SMY2108 ; date:20160209,74,7
2168,chasem,chasem,1852,YER045C,ACA1,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:31:35.864654-05:00,undefined,SMY2049,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2168.csv.gz,strain_id:SMY2049 ; date:20160229,67,7
2160,chasem,chasem,1846,YER040W,GLN3,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:31:29.155195-05:00,undefined,YukoSMY2047,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2160.csv.gz,strain_id:YukoSMY2047 ; date:20151026,66,7
2140,chasem,chasem,1832,YER028C,MIG3,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:31:11.217836-05:00,undefined,SMY2088,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2140.csv.gz,strain_id:SMY2088 ; date:20160921,65,7
2132,chasem,chasem,1787,YEL009C,GCN4,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:31:04.826554-05:00,undefined,SMY257,2,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2132.csv.gz,strain_id:SMY257 ; date:20150903,64,7
2116,chasem,chasem,1621,YDR480W,DIG2,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:30:51.044163-05:00,undefined,SMY2145,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2116.csv.gz,strain_id:SMY2145 ; date:20160504,547,7
2108,chasem,chasem,1603,YDR463W,STP1,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:30:43.897655-05:00,undefined,SMY2119,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2108.csv.gz,strain_id:SMY2119 ; date:20160229,60,7
2100,chasem,chasem,1590,YDR451C,YHP1,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:30:36.236229-05:00,undefined,SMY2241,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2100.csv.gz,strain_id:SMY2241 ; date:20161117,59,7
2092,chasem,chasem,1587,YDR448W,ADA2,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:30:27.617898-05:00,undefined,SMY2178,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2092.csv.gz,strain_id:SMY2178 ; date:20160606,542,7
2084,chasem,chasem,1581,YDR443C,SSN2,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:30:20.482038-05:00,undefined,SMY2223,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2084.csv.gz,strain_id:SMY2223 ; date:20161101,58,7
2076,chasem,chasem,1561,YDR423C,CAD1,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:30:13.150847-05:00,undefined,SMY2059,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2076.csv.gz,strain_id:SMY2059 ; date:20160229,57,7
2068,chasem,chasem,1559,YDR421W,ARO80,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:30:05.354254-05:00,undefined,SMY2179,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2068.csv.gz,strain_id:SMY2179 ; date:20160628,56,7
2060,chasem,chasem,1528,YDR392W,SPT3,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:29:57.997902-05:00,undefined,SMY2219,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2060.csv.gz,strain_id:SMY2219 ; date:20161101,55,7
2052,chasem,chasem,1428,YDR310C,SUM1,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:29:50.168445-05:00,undefined,SMY2121,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2052.csv.gz,strain_id:SMY2121 ; date:20151210,53,7
2044,chasem,chasem,1369,YDR259C,YAP6,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:29:42.691665-05:00,undefined,SMY2240,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2044.csv.gz,strain_id:SMY2240 ; date:20161103,50,7
2036,chasem,chasem,1363,YDR253C,MET32,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:29:35.196487-05:00,undefined,SMY41,1,undefined,gev,M,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2036.csv.gz,strain_id:SMY41 ; date:20150101,49,7
2028,chasem,chasem,1331,YDR223W,CRF1,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:29:27.788748-05:00,undefined,SMY2183,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2028.csv.gz,strain_id:SMY2183 ; date:20160628,494,7
2021,chasem,chasem,1324,YDR216W,ADR1,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:29:21.236649-05:00,undefined,SMY55,1,undefined,gev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2021.csv.gz,strain_id:SMY55 ; date:20150101,48,7
2014,chasem,chasem,1321,YDR213W,UPC2,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:29:14.998052-05:00,undefined,SMY58,1,undefined,gev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2014.csv.gz,strain_id:SMY58 ; date:20150101,47,7
2000,chasem,chasem,1242,YDR146C,SWI5,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:29:02.726698-05:00,undefined,SMY2123,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2000.csv.gz,strain_id:SMY2123 ; date:20160421,40,7
1992,chasem,chasem,1189,YDR098C,GRX3,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:28:54.302119-05:00,undefined,SMY2151,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/1992.csv.gz,strain_id:SMY2151 ; date:20161103,466,7
1984,chasem,chasem,1187,YDR096W,GIS1,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:28:47.002347-05:00,undefined,SMY155,1,undefined,gev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/1984.csv.gz,strain_id:SMY155 ; date:20150101,464,7
1977,chasem,chasem,1169,YDR079C-A,TFB5,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:28:40.625546-05:00,undefined,SMY2228,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/1977.csv.gz,strain_id:SMY2228 ; date:20161006,461,7
1969,chasem,chasem,1130,YDR043C,NRG1,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:28:33.007746-05:00,undefined,SMY2094,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/1969.csv.gz,strain_id:SMY2094 ; date:20160921,36,7
1961,chasem,chasem,1114,YDR034C,LYS14,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:28:26.023255-05:00,undefined,SMY2083,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/1961.csv.gz,strain_id:SMY2083 ; date:20151210,449,7
